"Code","Name","ListingDate","Shares","ListingBoard","sector"
"POLL","Pollux Properti Indonesia Tbk.","2018-07-11T00:00:00",8318823600,"UTAMA","PROPERTY"
"POSA","Bliss Properti Indonesia Tbk.","2019-05-10T00:00:00",8388870006,"PENGEMBANGAN","PROPERTY"
"PPRO","PP Properti Tbk.","2015-05-19T00:00:00",61675671883,"Utama","PROPERTY"
"PTPP","PP (Persero) Tbk.","2010-02-09T00:00:00",6199897354,"Utama","PROPERTY"
"PWON","Pakuwon Jati Tbk.","1989-10-09T00:00:00",48159602400,"UTAMA","PROPERTY"
"RBMS","Ristia Bintang Mahkotasejati T","1997-12-19T00:00:00",2656212826,"Utama","PROPERTY"
"RDTX","Roda Vivatex Tbk","1990-05-14T00:00:00",268800000,"UTAMA","PROPERTY"
"REAL","Repower Asia Indonesia Tbk.","2019-12-06T00:00:00",6632640000,"Pengembangan","PROPERTY"
"RIMO","Rimo International Lestari Tbk","2000-11-10T00:00:00",45080600000,"Pengembangan","PROPERTY"
"RISE","Jaya Sukses Makmur Sentosa Tbk","2018-07-09T00:00:00",9950000000,"UTAMA","PROPERTY"
"RODA","Pikko Land Development Tbk.","2001-10-22T00:00:00",13592128209,"PENGEMBANGAN","PROPERTY"
"SATU","Kota Satu Properti Tbk.","2018-11-05T00:00:00",1250000000,"PENGEMBANGAN","PROPERTY"
"SCBD","Danayasa Arthatama Tbk.","2002-04-19T00:00:00",3322092000,"Pengembangan","PROPERTY"
"SKRN","Superkrane Mitra Utama Tbk.","2018-10-11T00:00:00",1500000000,"Pengembangan","PROPERTY"
"SMDM","Suryamas Dutamakmur Tbk.","1995-10-12T00:00:00",4772138237,"PENGEMBANGAN","PROPERTY"
"SMRA","Summarecon Agung Tbk.","1990-05-07T00:00:00",14426781680,"Utama","PROPERTY"
"SSIA","Surya Semesta Internusa Tbk.","1997-03-27T00:00:00",4705249440,"UTAMA","PROPERTY"
"TAMA","Lancartama Sejati Tbk.","2020-02-10T00:00:00",1000000000,"Pengembangan","PROPERTY"
"TARA","Sitara Propertindo Tbk.","2014-07-11T00:00:00",10069645750,"UTAMA","PROPERTY"
"TOPS","Totalindo Eka Persada Tbk.","2017-06-16T00:00:00",33330000000,"UTAMA","PROPERTY"
"TOTL","Total Bangun Persada Tbk.","2006-07-25T00:00:00",3410000000,"UTAMA","PROPERTY"
"TRIN","Perintis Triniti Properti Tbk.","2020-01-15T00:00:00",4373333400,"Utama","PROPERTY"
"URBN","Urban Jakarta Propertindo Tbk.","2018-12-10T00:00:00",3232122586,"PENGEMBANGAN","PROPERTY"
"WEGE","Wijaya Karya Bangunan Gedung T","2017-11-30T00:00:00",9572000000,"UTAMA","PROPERTY"
"WIKA","Wijaya Karya (Persero) Tbk.","2007-10-29T00:00:00",8969951372,"Utama","PROPERTY"
"WSKT","Waskita Karya (Persero) Tbk.","2012-12-19T00:00:00",13573951000,"UTAMA","PROPERTY"
